gl_entry_id,entry_date,gl_account_code,account_description,entry_type,debit_gbp,credit_gbp,policy_reference,period,posted_by,approved
GLE-0005718,2025-05-22,GL-5002,Technology Costs,Write-off,12769.20,0.00,POL-0028398,2025-05,raj.patel,N
GLE-0005719,2025-06-09,GL-6001,Regulatory Reserve,Commission,6407.79,0.00,POL-0026470,2025-06,marcus.webb,Y
GLE-0005720,2025-05-10,GL-4003,Commission Expense,Adjustment,9123.42,0.00,POL-0083443,2025-05,raj.patel,Y
GLE-0005721,2025-04-13,GL-4002,Claims Expense,Claims Payment,0.00,5097.14,POL-0112509,2025-04,marcus.webb,Y
GLE-0005722,2025-03-24,GL-4004,Reinsurance Recoveries,Premium Receipt,11554.86,0.00,POL-0080388,2025-03,marcus.webb,Y
GLE-0005723,2025-04-21,GL-4001,Premium Income,Reinsurance,43762.04,0.00,POL-0067369,2025-04,sophie.clarke,Y
GLE-0005724,2025-01-15,GL-5002,Technology Costs,Claims Payment,0.00,47224.34,POL-0021529,2025-01,sophie.clarke,Y
GLE-0005725,2025-04-16,GL-4003,Commission Expense,Commission,47999.18,0.00,POL-0017038,2025-04,marcus.webb,Y
GLE-0005726,2025-06-10,GL-4002,Claims Expense,Commission,7322.55,0.00,POL-0013340,2025-06,marcus.webb,Y
GLE-0005727,2025-02-12,GL-4001,Premium Income,Adjustment,166.24,0.00,POL-0064884,2025-02,raj.patel,Y
GLE-0005728,2025-06-19,GL-6001,Regulatory Reserve,Commission,0.00,21130.10,POL-0068230,2025-06,marcus.webb,N
GLE-0005729,2025-03-11,GL-5001,Operating Costs,Adjustment,0.00,11094.10,POL-0023928,2025-03,sophie.clarke,Y
GLE-0005730,2025-06-01,GL-6001,Regulatory Reserve,Write-off,8604.70,0.00,POL-0003899,2025-06,system_etl,Y
GLE-0005731,2025-05-23,GL-4004,Reinsurance Recoveries,Write-off,24990.56,0.00,POL-0117858,2025-05,system_etl,Y
GLE-0005732,2025-05-27,GL-5002,Technology Costs,Claims Payment,0.00,36016.69,POL-0112749,2025-05,sophie.clarke,Y
GLE-0005733,2025-05-26,GL-4001,Premium Income,Reinsurance,0.00,1620.42,POL-0061117,2025-05,system_etl,Y
GLE-0005734,2025-06-14,GL-4003,Commission Expense,Reinsurance,0.00,46471.52,POL-0052234,2025-06,marcus.webb,Y
GLE-0005735,2025-06-30,GL-6001,Regulatory Reserve,Adjustment,33656.14,0.00,POL-0050111,2025-06,marcus.webb,Y
GLE-0005736,2025-06-14,GL-4002,Claims Expense,Commission,0.00,14098.71,POL-0104849,2025-06,marcus.webb,Y
GLE-0005737,2025-01-18,GL-6001,Regulatory Reserve,Premium Receipt,39339.48,0.00,POL-0001743,2025-01,marcus.webb,Y
GLE-0005738,2025-05-12,GL-6001,Regulatory Reserve,Adjustment,7640.57,0.00,POL-0092623,2025-05,raj.patel,Y
GLE-0005739,2025-03-06,GL-6001,Regulatory Reserve,Commission,0.00,29591.62,POL-0104820,2025-03,marcus.webb,Y
GLE-0005740,2025-05-11,GL-5001,Operating Costs,Reinsurance,31136.01,0.00,POL-0089101,2025-05,sophie.clarke,Y
GLE-0005741,2025-05-05,GL-4003,Commission Expense,Commission,0.00,47499.02,POL-0023224,2025-05,raj.patel,Y
GLE-0005742,2025-02-21,GL-4003,Commission Expense,Write-off,18134.60,0.00,POL-0122313,2025-02,marcus.webb,Y
GLE-0005743,2025-04-20,GL-4001,Premium Income,Claims Payment,19110.37,0.00,POL-0009177,2025-04,raj.patel,Y
GLE-0005744,2025-02-22,GL-4001,Premium Income,Claims Payment,0.00,44332.07,POL-0011181,2025-02,marcus.webb,Y
GLE-0005745,2025-05-20,GL-4003,Commission Expense,Reinsurance,0.00,1323.32,POL-0073364,2025-05,system_etl,Y
GLE-0005746,2025-03-16,GL-5002,Technology Costs,Premium Receipt,0.00,18051.04,POL-0066553,2025-03,system_etl,Y
GLE-0005747,2025-01-25,GL-4004,Reinsurance Recoveries,Write-off,0.00,35109.26,POL-0083465,2025-01,marcus.webb,Y
GLE-0005748,2025-02-27,GL-4003,Commission Expense,Premium Receipt,0.00,24557.84,POL-0067647,2025-02,raj.patel,Y
GLE-0005749,2025-06-11,GL-4002,Claims Expense,Commission,15410.85,0.00,POL-0026807,2025-06,sophie.clarke,Y
GLE-0005750,2025-01-01,GL-5001,Operating Costs,Reinsurance,1062.51,0.00,POL-0050881,2025-01,system_etl,Y
GLE-0005751,2025-05-25,GL-5002,Technology Costs,Claims Payment,0.00,14590.27,POL-0085863,2025-05,raj.patel,Y
GLE-0005752,2025-06-12,GL-4004,Reinsurance Recoveries,Commission,0.00,43069.34,POL-0087719,2025-06,marcus.webb,Y
GLE-0005753,2025-06-25,GL-4002,Claims Expense,Write-off,40307.90,0.00,POL-0046624,2025-06,marcus.webb,Y
GLE-0005754,2025-01-25,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,13746.97,POL-0051957,2025-01,sophie.clarke,Y
GLE-0005755,2025-03-15,GL-4002,Claims Expense,Write-off,0.00,46958.78,POL-0120321,2025-03,raj.patel,Y
GLE-0005756,2025-01-28,GL-5002,Technology Costs,Claims Payment,31293.55,0.00,POL-0122480,2025-01,system_etl,Y
GLE-0005757,2025-01-24,GL-4003,Commission Expense,Reinsurance,12998.24,0.00,POL-0041100,2025-01,sophie.clarke,Y
GLE-0005758,2025-03-29,GL-5002,Technology Costs,Write-off,0.00,48307.47,POL-0017776,2025-03,sophie.clarke,Y
GLE-0005759,2025-01-10,GL-4004,Reinsurance Recoveries,Write-off,20847.69,0.00,POL-0071382,2025-01,system_etl,Y
GLE-0005760,2025-03-22,GL-4003,Commission Expense,Write-off,0.00,27601.94,POL-0113497,2025-03,system_etl,Y
GLE-0005761,2025-03-09,GL-4001,Premium Income,Reinsurance,0.00,25192.69,POL-0002216,2025-03,raj.patel,Y
GLE-0005762,2025-05-19,GL-5002,Technology Costs,Claims Payment,0.00,31280.62,POL-0079736,2025-05,raj.patel,Y
GLE-0005763,2025-01-02,GL-5002,Technology Costs,Premium Receipt,0.00,16339.03,POL-0087256,2025-01,sophie.clarke,Y
GLE-0005764,2025-06-11,GL-5001,Operating Costs,Commission,0.00,39951.94,POL-0051184,2025-06,marcus.webb,Y
GLE-0005765,2025-01-12,GL-6001,Regulatory Reserve,Claims Payment,0.00,32392.33,POL-0112155,2025-01,marcus.webb,Y
GLE-0005766,2025-03-02,GL-4003,Commission Expense,Reinsurance,3908.89,0.00,POL-0095735,2025-03,system_etl,Y
GLE-0005767,2025-05-06,GL-5001,Operating Costs,Adjustment,0.00,4382.70,POL-0003681,2025-05,marcus.webb,Y
GLE-0005768,2025-01-10,GL-4004,Reinsurance Recoveries,Adjustment,36979.94,0.00,POL-0112183,2025-01,sophie.clarke,Y
GLE-0005769,2025-05-24,GL-4003,Commission Expense,Premium Receipt,28205.79,0.00,POL-0003881,2025-05,raj.patel,Y
GLE-0005770,2025-02-27,GL-5001,Operating Costs,Premium Receipt,3775.01,0.00,POL-0051875,2025-02,raj.patel,Y
GLE-0005771,2025-05-13,GL-5002,Technology Costs,Premium Receipt,14781.98,0.00,POL-0119668,2025-05,system_etl,Y
GLE-0005772,2025-01-15,GL-6001,Regulatory Reserve,Commission,0.00,12328.82,POL-0002779,2025-01,marcus.webb,Y
GLE-0005773,2025-04-11,GL-5002,Technology Costs,Claims Payment,0.00,11078.73,POL-0010231,2025-04,raj.patel,Y
GLE-0005774,2025-06-22,GL-4004,Reinsurance Recoveries,Commission,0.00,22051.81,POL-0033235,2025-06,raj.patel,Y
GLE-0005775,2025-03-14,GL-5001,Operating Costs,Claims Payment,49011.23,0.00,POL-0004134,2025-03,system_etl,Y
GLE-0005776,2025-01-19,GL-4003,Commission Expense,Commission,7379.95,0.00,POL-0094398,2025-01,raj.patel,Y
GLE-0005777,2025-03-27,GL-5001,Operating Costs,Reinsurance,30141.50,0.00,POL-0048924,2025-03,raj.patel,Y
GLE-0005778,2025-01-23,GL-5002,Technology Costs,Commission,41218.91,0.00,POL-0004089,2025-01,raj.patel,Y
GLE-0005779,2025-01-20,GL-4003,Commission Expense,Commission,0.00,40554.90,POL-0069138,2025-01,raj.patel,Y
GLE-0005780,2025-05-27,GL-4004,Reinsurance Recoveries,Claims Payment,28709.24,0.00,POL-0019700,2025-05,system_etl,Y
GLE-0005781,2025-01-26,GL-4004,Reinsurance Recoveries,Commission,0.00,9484.98,POL-0035677,2025-01,system_etl,Y
GLE-0005782,2025-06-29,GL-5001,Operating Costs,Premium Receipt,43310.23,0.00,POL-0023020,2025-06,raj.patel,Y
GLE-0005783,2025-06-05,GL-5002,Technology Costs,Premium Receipt,37088.65,0.00,POL-0066107,2025-06,sophie.clarke,Y
GLE-0005784,2025-01-30,GL-5002,Technology Costs,Adjustment,0.00,4246.85,POL-0123886,2025-01,system_etl,Y
GLE-0005785,2025-06-27,GL-6001,Regulatory Reserve,Premium Receipt,9213.84,0.00,POL-0107404,2025-06,raj.patel,Y
GLE-0005786,2025-06-21,GL-5002,Technology Costs,Claims Payment,0.00,22620.35,POL-0076737,2025-06,raj.patel,Y
GLE-0005787,2025-05-11,GL-4004,Reinsurance Recoveries,Claims Payment,44337.66,0.00,POL-0029423,2025-05,raj.patel,Y
GLE-0005788,2025-04-22,GL-4004,Reinsurance Recoveries,Claims Payment,22148.85,0.00,POL-0039004,2025-04,sophie.clarke,Y
GLE-0005789,2025-05-29,GL-5001,Operating Costs,Commission,4912.54,0.00,POL-0098941,2025-05,raj.patel,Y
GLE-0005790,2025-04-27,GL-6001,Regulatory Reserve,Reinsurance,1137.62,0.00,POL-0045303,2025-04,sophie.clarke,Y
GLE-0005791,2025-06-30,GL-6001,Regulatory Reserve,Claims Payment,0.00,14663.97,POL-0019576,2025-06,marcus.webb,Y
GLE-0005792,2025-04-06,GL-6001,Regulatory Reserve,Write-off,0.00,27909.47,POL-0081708,2025-04,system_etl,Y
GLE-0005793,2025-02-09,GL-4003,Commission Expense,Claims Payment,49313.23,0.00,POL-0031466,2025-02,system_etl,N
GLE-0005794,2025-02-01,GL-5001,Operating Costs,Premium Receipt,0.00,45694.62,POL-0104569,2025-02,raj.patel,Y
GLE-0005795,2025-03-20,GL-5001,Operating Costs,Write-off,24144.62,0.00,POL-0104931,2025-03,raj.patel,Y
GLE-0005796,2025-03-15,GL-4002,Claims Expense,Reinsurance,13336.41,0.00,POL-0103185,2025-03,sophie.clarke,Y
GLE-0005797,2025-05-30,GL-4002,Claims Expense,Premium Receipt,8633.70,0.00,POL-0014674,2025-05,raj.patel,Y
GLE-0005798,2025-03-04,GL-5002,Technology Costs,Adjustment,0.00,41894.38,POL-0082021,2025-03,system_etl,Y
GLE-0005799,2025-04-18,GL-4002,Claims Expense,Write-off,38522.12,0.00,POL-0078668,2025-04,marcus.webb,Y
GLE-0005800,2025-06-03,GL-4004,Reinsurance Recoveries,Claims Payment,2989.87,0.00,POL-0121302,2025-06,system_etl,Y
GLE-0005801,2025-05-04,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,40276.73,POL-0048356,2025-05,system_etl,Y
GLE-0005802,2025-06-23,GL-4001,Premium Income,Adjustment,38302.10,0.00,POL-0062655,2025-06,system_etl,Y
GLE-0005803,2025-01-30,GL-5002,Technology Costs,Premium Receipt,0.00,29453.87,POL-0109121,2025-01,marcus.webb,Y
GLE-0005804,2025-06-12,GL-4002,Claims Expense,Commission,21918.61,0.00,POL-0108257,2025-06,system_etl,Y
GLE-0005805,2025-04-30,GL-4002,Claims Expense,Adjustment,0.00,49592.69,POL-0063310,2025-04,raj.patel,Y
GLE-0005806,2025-03-04,GL-4004,Reinsurance Recoveries,Write-off,6280.94,0.00,POL-0001141,2025-03,sophie.clarke,Y
GLE-0005807,2025-01-19,GL-4003,Commission Expense,Commission,26465.60,0.00,POL-0021330,2025-01,marcus.webb,Y
GLE-0005808,2025-05-01,GL-4003,Commission Expense,Adjustment,26797.59,0.00,POL-0124300,2025-05,sophie.clarke,Y
GLE-0005809,2025-05-06,GL-4003,Commission Expense,Adjustment,0.00,1300.41,POL-0000875,2025-05,raj.patel,Y
GLE-0005810,2025-06-23,GL-4004,Reinsurance Recoveries,Reinsurance,10995.85,0.00,POL-0023250,2025-06,system_etl,Y
GLE-0005811,2025-02-12,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,7986.77,POL-0067973,2025-02,sophie.clarke,Y
GLE-0005812,2025-01-22,GL-5001,Operating Costs,Commission,10778.68,0.00,POL-0023740,2025-01,system_etl,N
GLE-0005813,2025-06-26,GL-4004,Reinsurance Recoveries,Write-off,0.00,12245.77,POL-0086291,2025-06,system_etl,Y
GLE-0005814,2025-05-27,GL-5001,Operating Costs,Commission,0.00,1930.70,POL-0119243,2025-05,marcus.webb,Y
GLE-0005815,2025-05-04,GL-4001,Premium Income,Adjustment,35792.08,0.00,POL-0025940,2025-05,marcus.webb,Y
GLE-0005816,2025-03-18,GL-4001,Premium Income,Premium Receipt,43539.37,0.00,POL-0000619,2025-03,sophie.clarke,Y
GLE-0005817,2025-04-24,GL-4004,Reinsurance Recoveries,Adjustment,0.00,45000.94,POL-0024742,2025-04,sophie.clarke,N
GLE-0005818,2025-03-30,GL-4001,Premium Income,Premium Receipt,0.00,39428.42,POL-0111357,2025-03,marcus.webb,Y
GLE-0005819,2025-01-19,GL-4003,Commission Expense,Claims Payment,0.00,36260.53,POL-0046376,2025-01,system_etl,Y
GLE-0005820,2025-06-19,GL-4004,Reinsurance Recoveries,Claims Payment,42748.17,0.00,POL-0082215,2025-06,sophie.clarke,Y
GLE-0005821,2025-02-27,GL-4001,Premium Income,Premium Receipt,0.00,49234.18,POL-0021943,2025-02,sophie.clarke,Y
GLE-0005822,2025-01-14,GL-4003,Commission Expense,Write-off,0.00,394.48,POL-0116762,2025-01,sophie.clarke,Y
GLE-0005823,2025-03-09,GL-5002,Technology Costs,Reinsurance,29069.94,0.00,POL-0077550,2025-03,raj.patel,Y
GLE-0005824,2025-05-22,GL-6001,Regulatory Reserve,Reinsurance,42848.77,0.00,POL-0035869,2025-05,system_etl,Y
GLE-0005825,2025-04-03,GL-5001,Operating Costs,Claims Payment,2078.09,0.00,POL-0115178,2025-04,marcus.webb,Y
GLE-0005826,2025-04-04,GL-4003,Commission Expense,Adjustment,0.00,48998.67,POL-0046780,2025-04,system_etl,Y
GLE-0005827,2025-04-16,GL-4004,Reinsurance Recoveries,Claims Payment,2441.41,0.00,POL-0108425,2025-04,system_etl,Y
GLE-0005828,2025-01-07,GL-5002,Technology Costs,Claims Payment,13213.45,0.00,POL-0082442,2025-01,sophie.clarke,Y
GLE-0005829,2025-02-28,GL-4001,Premium Income,Write-off,0.00,24015.17,POL-0066230,2025-02,marcus.webb,Y
GLE-0005830,2025-04-15,GL-4001,Premium Income,Adjustment,0.00,27181.63,POL-0021467,2025-04,marcus.webb,Y
GLE-0005831,2025-01-19,GL-4001,Premium Income,Reinsurance,0.00,44241.23,POL-0060171,2025-01,marcus.webb,Y
GLE-0005832,2025-06-16,GL-4003,Commission Expense,Reinsurance,0.00,10650.27,POL-0016081,2025-06,sophie.clarke,Y
GLE-0005833,2025-01-29,GL-4004,Reinsurance Recoveries,Adjustment,45630.43,0.00,POL-0008070,2025-01,marcus.webb,Y
GLE-0005834,2025-05-25,GL-4003,Commission Expense,Write-off,23771.81,0.00,POL-0009016,2025-05,sophie.clarke,N
GLE-0005835,2025-06-29,GL-5002,Technology Costs,Premium Receipt,0.00,44355.93,POL-0044629,2025-06,sophie.clarke,Y
GLE-0005836,2025-01-14,GL-5001,Operating Costs,Write-off,3681.42,0.00,POL-0061339,2025-01,raj.patel,Y
GLE-0005837,2025-06-14,GL-4003,Commission Expense,Premium Receipt,0.00,12184.69,POL-0021145,2025-06,marcus.webb,Y
GLE-0005838,2025-04-14,GL-4004,Reinsurance Recoveries,Reinsurance,47902.08,0.00,POL-0114027,2025-04,system_etl,Y
GLE-0005839,2025-05-19,GL-4001,Premium Income,Premium Receipt,0.00,20495.86,POL-0116422,2025-05,sophie.clarke,Y
GLE-0005840,2025-04-01,GL-6001,Regulatory Reserve,Adjustment,42475.99,0.00,POL-0085683,2025-04,raj.patel,Y
GLE-0005841,2025-05-04,GL-4004,Reinsurance Recoveries,Reinsurance,46972.28,0.00,POL-0097026,2025-05,marcus.webb,Y
GLE-0005842,2025-02-19,GL-4002,Claims Expense,Commission,0.00,16178.10,POL-0080064,2025-02,raj.patel,Y
GLE-0005843,2025-01-27,GL-4003,Commission Expense,Write-off,0.00,49154.09,POL-0122663,2025-01,system_etl,Y
GLE-0005844,2025-06-25,GL-4004,Reinsurance Recoveries,Adjustment,0.00,15280.68,POL-0049467,2025-06,marcus.webb,Y
GLE-0005845,2025-02-11,GL-4003,Commission Expense,Reinsurance,0.00,33525.70,POL-0095051,2025-02,marcus.webb,Y
GLE-0005846,2025-05-13,GL-6001,Regulatory Reserve,Write-off,49302.37,0.00,POL-0111877,2025-05,marcus.webb,Y
GLE-0005847,2025-01-14,GL-6001,Regulatory Reserve,Write-off,23461.93,0.00,POL-0081657,2025-01,marcus.webb,Y
GLE-0005848,2025-05-27,GL-6001,Regulatory Reserve,Adjustment,0.00,37408.48,POL-0080823,2025-05,sophie.clarke,Y
GLE-0005849,2025-05-15,GL-5002,Technology Costs,Premium Receipt,26742.22,0.00,POL-0112423,2025-05,marcus.webb,Y
GLE-0005850,2025-01-04,GL-5002,Technology Costs,Claims Payment,0.00,48797.97,POL-0059484,2025-01,marcus.webb,Y
GLE-0005851,2025-01-09,GL-4002,Claims Expense,Premium Receipt,0.00,12708.06,POL-0090011,2025-01,sophie.clarke,Y
GLE-0005852,2025-06-19,GL-4003,Commission Expense,Commission,11508.48,0.00,POL-0122996,2025-06,marcus.webb,Y
GLE-0005853,2025-02-04,GL-4003,Commission Expense,Premium Receipt,16621.24,0.00,POL-0047965,2025-02,marcus.webb,Y
GLE-0005854,2025-02-28,GL-4002,Claims Expense,Write-off,0.00,30957.34,POL-0058769,2025-02,sophie.clarke,Y
GLE-0005855,2025-03-27,GL-6001,Regulatory Reserve,Reinsurance,14603.82,0.00,POL-0043407,2025-03,marcus.webb,Y
GLE-0005856,2025-06-29,GL-4004,Reinsurance Recoveries,Commission,3068.37,0.00,POL-0051772,2025-06,sophie.clarke,Y
GLE-0005857,2025-06-26,GL-5002,Technology Costs,Adjustment,28146.74,0.00,POL-0121933,2025-06,marcus.webb,Y
GLE-0005858,2025-06-07,GL-5001,Operating Costs,Adjustment,0.00,24405.90,POL-0105773,2025-06,sophie.clarke,Y
GLE-0005859,2025-01-30,GL-4003,Commission Expense,Reinsurance,39570.63,0.00,POL-0087216,2025-01,system_etl,Y
GLE-0005860,2025-03-28,GL-4001,Premium Income,Adjustment,40906.12,0.00,POL-0123597,2025-03,raj.patel,Y
GLE-0005861,2025-02-10,GL-4003,Commission Expense,Premium Receipt,46421.08,0.00,POL-0089140,2025-02,raj.patel,Y
GLE-0005862,2025-03-11,GL-4001,Premium Income,Premium Receipt,12890.87,0.00,POL-0102207,2025-03,raj.patel,Y
GLE-0005863,2025-02-09,GL-4003,Commission Expense,Claims Payment,0.00,41251.88,POL-0037348,2025-02,raj.patel,Y
GLE-0005864,2025-03-22,GL-5001,Operating Costs,Commission,0.00,18466.25,POL-0011202,2025-03,marcus.webb,Y
GLE-0005865,2025-03-31,GL-4001,Premium Income,Premium Receipt,510.67,0.00,POL-0029588,2025-03,sophie.clarke,Y
GLE-0005866,2025-04-21,GL-4001,Premium Income,Reinsurance,0.00,23902.44,POL-0033799,2025-04,marcus.webb,Y
GLE-0005867,2025-05-28,GL-4001,Premium Income,Reinsurance,0.00,39043.50,POL-0017054,2025-05,system_etl,Y
GLE-0005868,2025-06-28,GL-5002,Technology Costs,Adjustment,0.00,30414.42,POL-0073327,2025-06,marcus.webb,Y
GLE-0005869,2025-05-06,GL-4003,Commission Expense,Premium Receipt,0.00,42936.79,POL-0059946,2025-05,sophie.clarke,Y
GLE-0005870,2025-02-08,GL-4004,Reinsurance Recoveries,Write-off,0.00,5893.39,POL-0049108,2025-02,sophie.clarke,Y
GLE-0005871,2025-06-27,GL-5002,Technology Costs,Commission,39581.89,0.00,POL-0094471,2025-06,marcus.webb,Y
GLE-0005872,2025-04-29,GL-4002,Claims Expense,Write-off,20907.19,0.00,POL-0122321,2025-04,raj.patel,Y
GLE-0005873,2025-06-04,GL-4002,Claims Expense,Premium Receipt,38233.75,0.00,POL-0117248,2025-06,system_etl,Y
GLE-0005874,2025-05-27,GL-4004,Reinsurance Recoveries,Write-off,0.00,9588.22,POL-0023059,2025-05,sophie.clarke,Y
GLE-0005875,2025-01-12,GL-4002,Claims Expense,Claims Payment,12593.65,0.00,POL-0033404,2025-01,sophie.clarke,Y
GLE-0005876,2025-02-26,GL-4003,Commission Expense,Premium Receipt,0.00,7622.33,POL-0105563,2025-02,system_etl,Y
GLE-0005877,2025-02-25,GL-5002,Technology Costs,Reinsurance,43796.21,0.00,POL-0028712,2025-02,sophie.clarke,Y
GLE-0005878,2025-05-13,GL-4004,Reinsurance Recoveries,Write-off,43943.72,0.00,POL-0122792,2025-05,marcus.webb,Y
GLE-0005879,2025-03-01,GL-5002,Technology Costs,Commission,0.00,47239.79,POL-0093273,2025-03,marcus.webb,Y
GLE-0005880,2025-04-25,GL-4003,Commission Expense,Write-off,36628.63,0.00,POL-0080946,2025-04,raj.patel,Y
GLE-0005881,2025-06-14,GL-4004,Reinsurance Recoveries,Commission,27581.98,0.00,POL-0068697,2025-06,raj.patel,Y
GLE-0005882,2025-05-15,GL-5001,Operating Costs,Write-off,47660.40,0.00,POL-0120848,2025-05,marcus.webb,Y
GLE-0005883,2025-01-30,GL-6001,Regulatory Reserve,Write-off,8165.09,0.00,POL-0052657,2025-01,sophie.clarke,Y
GLE-0005884,2025-04-27,GL-5002,Technology Costs,Reinsurance,36460.99,0.00,POL-0094676,2025-04,marcus.webb,Y
GLE-0005885,2025-02-17,GL-5001,Operating Costs,Adjustment,27513.72,0.00,POL-0117201,2025-02,marcus.webb,Y
GLE-0005886,2025-01-04,GL-5001,Operating Costs,Adjustment,0.00,14036.25,POL-0017149,2025-01,sophie.clarke,Y
GLE-0005887,2025-03-09,GL-4003,Commission Expense,Write-off,5807.88,0.00,POL-0097317,2025-03,sophie.clarke,Y
GLE-0005888,2025-01-04,GL-4001,Premium Income,Commission,21344.93,0.00,POL-0072611,2025-01,raj.patel,Y
GLE-0005889,2025-02-06,GL-4002,Claims Expense,Write-off,0.00,45863.40,POL-0025220,2025-02,system_etl,Y
GLE-0005890,2025-01-09,GL-5002,Technology Costs,Write-off,48354.25,0.00,POL-0040199,2025-01,system_etl,Y
GLE-0005891,2025-04-19,GL-4001,Premium Income,Commission,32819.93,0.00,POL-0000981,2025-04,marcus.webb,Y
GLE-0005892,2025-02-09,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,29584.70,POL-0093305,2025-02,raj.patel,Y
GLE-0005893,2025-06-08,GL-5001,Operating Costs,Claims Payment,0.00,34877.83,POL-0091609,2025-06,sophie.clarke,Y
GLE-0005894,2025-05-29,GL-6001,Regulatory Reserve,Commission,49699.59,0.00,POL-0019589,2025-05,marcus.webb,Y
GLE-0005895,2025-01-07,GL-6001,Regulatory Reserve,Claims Payment,24831.45,0.00,POL-0112057,2025-01,system_etl,Y
GLE-0005896,2025-02-17,GL-4004,Reinsurance Recoveries,Write-off,17651.21,0.00,POL-0108817,2025-02,sophie.clarke,Y
GLE-0005897,2025-06-15,GL-5002,Technology Costs,Reinsurance,23109.78,0.00,POL-0033186,2025-06,raj.patel,Y
GLE-0005898,2025-06-01,GL-5002,Technology Costs,Adjustment,35404.86,0.00,POL-0046536,2025-06,marcus.webb,Y
GLE-0005899,2025-06-21,GL-5002,Technology Costs,Commission,26684.25,0.00,POL-0037050,2025-06,marcus.webb,Y
GLE-0005900,2025-01-08,GL-5002,Technology Costs,Premium Receipt,40577.88,0.00,POL-0036389,2025-01,sophie.clarke,Y
GLE-0005901,2025-02-01,GL-4001,Premium Income,Premium Receipt,0.00,37211.16,POL-0031809,2025-02,sophie.clarke,Y
GLE-0005902,2025-03-25,GL-4004,Reinsurance Recoveries,Adjustment,28847.84,0.00,POL-0105884,2025-03,system_etl,Y
GLE-0005903,2025-02-12,GL-4002,Claims Expense,Adjustment,4569.41,0.00,POL-0002285,2025-02,raj.patel,Y
GLE-0005904,2025-04-29,GL-4001,Premium Income,Premium Receipt,0.00,6486.28,POL-0086781,2025-04,raj.patel,Y
GLE-0005905,2025-03-21,GL-4003,Commission Expense,Write-off,31350.12,0.00,POL-0058611,2025-03,raj.patel,N
GLE-0005906,2025-04-16,GL-4002,Claims Expense,Premium Receipt,40475.24,0.00,POL-0051851,2025-04,sophie.clarke,Y
GLE-0005907,2025-01-29,GL-4002,Claims Expense,Adjustment,0.00,21801.98,POL-0109080,2025-01,raj.patel,Y
GLE-0005908,2025-02-13,GL-4001,Premium Income,Premium Receipt,0.00,22349.05,POL-0072546,2025-02,sophie.clarke,Y
GLE-0005909,2025-04-29,GL-4002,Claims Expense,Claims Payment,0.00,47375.99,POL-0049808,2025-04,marcus.webb,Y
GLE-0005910,2025-03-22,GL-4001,Premium Income,Commission,5449.84,0.00,POL-0018987,2025-03,system_etl,Y
GLE-0005911,2025-02-24,GL-5001,Operating Costs,Premium Receipt,37139.63,0.00,POL-0069848,2025-02,sophie.clarke,Y
GLE-0005912,2025-05-21,GL-5001,Operating Costs,Premium Receipt,7738.46,0.00,POL-0039980,2025-05,raj.patel,Y
GLE-0005913,2025-01-01,GL-5002,Technology Costs,Commission,35327.63,0.00,POL-0042457,2025-01,system_etl,Y
GLE-0005914,2025-06-10,GL-4001,Premium Income,Premium Receipt,0.00,39549.50,POL-0122143,2025-06,sophie.clarke,Y
GLE-0005915,2025-06-05,GL-4002,Claims Expense,Claims Payment,37033.26,0.00,POL-0124751,2025-06,marcus.webb,Y
GLE-0005916,2025-05-04,GL-6001,Regulatory Reserve,Adjustment,0.00,37487.84,POL-0104176,2025-05,marcus.webb,Y
GLE-0005917,2025-03-22,GL-4002,Claims Expense,Premium Receipt,0.00,34924.17,POL-0023611,2025-03,marcus.webb,Y
GLE-0005918,2025-02-04,GL-4001,Premium Income,Adjustment,0.00,38069.35,POL-0000626,2025-02,marcus.webb,Y
